sno,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
769,Northern,Karnataka,Mysore,Fowler-Sweeney Wildlife Sanctuary,Wildlife Sanctuary,2017,2.1,4.4,200,Yes,Friday,Architectural,Yes,2.66,Evening
770,Northern,Rajasthan,Jodhpur,"Davis, Hall and Walsh Palace",Palace,1851,4.9,3.6,50,Yes,Monday,Religious,Yes,4.65,Evening
771,Central,Assam,Kaziranga,Mcbride-Davis Temple,Temple,1459,3.8,3.6,0,Yes,Monday,Religious,Yes,1.03,Morning
772,North-East,West Bengal,Sundarbans,Olsen Ltd Beach,Beach,1801,5.1,4.0,100,Yes,Thursday,Cultural,Yes,2.56,Evening
773,North-East,Tamil Nadu,Madurai,"Boone, Jones and Bell Fort",Fort,1963,4.5,3.9,100,Yes,Saturday,Historical,No,4.37,Evening
774,Northern,Himachal Pradesh,Dharamshala,Perry-Underwood Hill Station,Hill Station,1623,1.7,3.7,100,No,Wednesday,Historical,No,4.67,Afternoon
775,Central,Uttar Pradesh,Lucknow,"Jones, Lopez and Brown Fort",Fort,1853,3.0,4.0,100,No,None,Scientific,Yes,1.08,Morning
776,Northern,Goa,Vasco,"Chaney, Ramos and Carson Hill Station",Hill Station,1987,1.2,4.1,50,Yes,Saturday,Cultural,Yes,3.89,Afternoon
777,Central,Kerala,Munnar,Contreras Inc Wildlife Sanctuary,Wildlife Sanctuary,1688,1.5,4.3,50,Yes,Wednesday,Architectural,No,1.21,Morning
778,Central,Maharashtra,Pune,Hunt Ltd Wildlife Sanctuary,Wildlife Sanctuary,1909,2.9,4.1,200,No,Wednesday,Cultural,No,1.67,Evening
779,North-East,Maharashtra,Nagpur,Fox Inc Hill Station,Hill Station,1838,4.9,3.6,200,Yes,Thursday,Architectural,Yes,0.68,Morning
780,Western,Karnataka,Hampi,Hoffman PLC Fort,Fort,1422,3.4,3.7,20,No,Sunday,Architectural,Yes,4.25,Morning
781,Central,Assam,Kaziranga,Rangel PLC Lake,Lake,1797,2.0,4.9,200,No,Saturday,Historical,No,2.16,Morning
782,Northern,Maharashtra,Nagpur,Gamble Ltd Temple,Temple,1760,6.0,4.9,10,No,Saturday,Religious,No,1.15,Afternoon
783,Eastern,Maharashtra,Nagpur,Watson and Sons Palace,Palace,1902,1.3,4.5,20,Yes,None,Natural,No,1.25,Morning
784,Eastern,Maharashtra,Pune,"Petersen, Brown and Hammond Wildlife Sanctuary",Wildlife Sanctuary,1338,4.6,3.7,10,No,None,Historical,Yes,3.76,Evening
785,Southern,Assam,Kaziranga,"Ryan, Gonzalez and Trujillo Wildlife Sanctuary",Wildlife Sanctuary,1541,4.4,4.8,50,No,Monday,Cultural,No,4.6,Morning
786,Northern,Rajasthan,Jodhpur,Anderson LLC Fort,Fort,1677,2.9,4.3,100,Yes,Monday,Architectural,Yes,3.29,Evening
787,Eastern,Kerala,Thiruvananthapuram,Hickman PLC Lake,Lake,1451,4.7,3.7,50,Yes,Wednesday,Cultural,No,0.6,Evening
788,Central,Uttar Pradesh,Varanasi,"Escobar, Haynes and Singh Museum",Museum,1775,1.8,3.8,0,Yes,Friday,Cultural,Yes,1.03,Morning
789,Southern,Rajasthan,Jodhpur,Mitchell-Evans Lake,Lake,1708,5.1,4.3,200,No,Wednesday,Cultural,No,3.3,Evening
790,Western,West Bengal,Darjeeling,Lester-Nelson Museum,Museum,1335,4.4,4.6,20,Yes,Thursday,Cultural,No,4.43,Evening
791,North-East,Himachal Pradesh,Dharamshala,"Stone, Dean and Allen Fort",Fort,1338,3.6,4.6,200,No,None,Architectural,No,4.76,Evening
792,Central,Kerala,Munnar,Johnson-Vance Lake,Lake,1940,3.3,4.8,0,Yes,Monday,Architectural,No,4.33,Evening
793,Central,Himachal Pradesh,Manali,Williams PLC Museum,Museum,1970,3.6,4.9,20,Yes,Friday,Cultural,No,4.24,Evening
794,Central,Tamil Nadu,Ooty,Reyes Inc Museum,Museum,1778,1.9,4.8,0,Yes,Friday,Scientific,Yes,2.99,Evening
795,Western,Himachal Pradesh,Dharamshala,"Hernandez, Gibbs and Parrish Wildlife Sanctuary",Wildlife Sanctuary,1708,3.0,4.4,0,No,Thursday,Scientific,Yes,4.44,Afternoon
796,Western,Karnataka,Bengaluru,Parker-Thomas Lake,Lake,1304,4.7,4.7,20,Yes,Sunday,Natural,No,3.98,Evening
797,Eastern,Uttar Pradesh,Lucknow,Hays Inc Palace,Palace,1711,4.9,3.6,0,No,Saturday,Historical,Yes,4.1,Morning
798,Southern,Tamil Nadu,Madurai,Blake-Chavez Temple,Temple,1696,2.0,3.7,10,Yes,Wednesday,Cultural,Yes,2.35,Afternoon
799,Northern,Rajasthan,Udaipur,Mckee Ltd Fort,Fort,1509,2.9,4.1,200,Yes,Tuesday,Architectural,Yes,2.18,Evening
800,Southern,Himachal Pradesh,Shimla,White PLC Temple,Temple,1537,4.2,4.9,0,No,Monday,Religious,Yes,4.17,Evening
801,Eastern,Goa,Margao,Rodriguez Ltd Hill Station,Hill Station,1816,3.5,4.0,0,No,Wednesday,Architectural,No,3.78,Afternoon
802,Southern,West Bengal,Kolkata,Barajas-Raymond Hill Station,Hill Station,1674,5.6,3.6,0,Yes,Sunday,Religious,No,0.5,Morning
803,North-East,Himachal Pradesh,Shimla,Blackwell-Reed Palace,Palace,1262,2.6,4.6,20,Yes,Friday,Religious,No,0.37,Afternoon
804,Southern,Rajasthan,Jaipur,Warren Inc Lake,Lake,1384,1.6,4.5,200,Yes,Friday,Scientific,Yes,2.29,Evening
805,Southern,Goa,Vasco,Lynch Group Temple,Temple,1554,3.9,4.3,200,Yes,Monday,Architectural,No,3.39,Afternoon
806,North-East,Assam,Kaziranga,Gonzalez-Ward Museum,Museum,1718,5.7,4.2,0,No,None,Historical,Yes,2.92,Afternoon
807,Southern,Uttar Pradesh,Varanasi,Bryant Inc Temple,Temple,1354,3.4,3.7,20,Yes,Thursday,Scientific,No,3.41,Morning
808,Central,Rajasthan,Jodhpur,Wilson-Thornton Temple,Temple,1594,5.5,3.5,50,No,Monday,Natural,No,3.75,Afternoon
809,Northern,Karnataka,Bengaluru,Rodriguez-Wood Palace,Palace,1266,4.3,4.0,200,No,Friday,Natural,No,1.16,Afternoon
810,Southern,Kerala,Thiruvananthapuram,Marshall Group Palace,Palace,1331,3.3,3.8,200,No,Friday,Natural,Yes,0.71,Morning
811,Eastern,Rajasthan,Jaipur,Torres and Sons Lake,Lake,1692,2.0,3.8,20,Yes,Thursday,Natural,Yes,4.36,Evening
812,Western,Rajasthan,Udaipur,Nichols LLC Palace,Palace,1959,3.3,4.1,20,Yes,None,Natural,Yes,0.91,Afternoon
813,Northern,Tamil Nadu,Ooty,"Hughes, Pena and Porter Beach",Beach,1323,2.8,4.4,100,No,Tuesday,Cultural,No,2.79,Afternoon
814,Southern,Goa,Margao,"Cross, Gonzales and Clements Fort",Fort,1511,2.6,4.6,50,No,Sunday,Scientific,No,4.5,Evening
815,North-East,Kerala,Kochi,Jones Ltd Wildlife Sanctuary,Wildlife Sanctuary,1896,1.3,4.8,50,Yes,Tuesday,Natural,No,4.93,Morning
816,Eastern,Goa,Margao,"Ramirez, Schultz and Strickland Beach",Beach,1374,1.5,3.7,100,No,Monday,Historical,Yes,2.33,Afternoon
817,Eastern,Goa,Margao,Crawford Ltd Wildlife Sanctuary,Wildlife Sanctuary,1831,2.9,3.8,0,No,Tuesday,Historical,No,1.03,Morning
818,Western,Himachal Pradesh,Shimla,Allison Ltd Museum,Museum,1785,2.8,4.0,10,No,Sunday,Architectural,No,2.88,Evening
819,North-East,Rajasthan,Udaipur,Thompson-Horne Museum,Museum,1247,3.1,4.5,100,Yes,Monday,Historical,Yes,4.45,Evening
820,Northern,West Bengal,Darjeeling,Miller-Wilson Hill Station,Hill Station,1266,2.0,4.1,200,Yes,Thursday,Scientific,No,2.86,Morning
821,Central,Kerala,Kochi,"Mueller, Nelson and Richard Temple",Temple,1534,4.4,3.5,10,No,Saturday,Natural,No,1.7,Afternoon
822,Southern,Kerala,Kochi,"Jackson, Morales and Bailey Palace",Palace,1326,3.1,3.7,100,Yes,None,Architectural,No,4.68,Afternoon
823,Northern,Kerala,Munnar,"Hart, Chavez and Bauer Hill Station",Hill Station,1608,1.4,4.0,10,No,Monday,Historical,Yes,3.4,Afternoon
824,Northern,Karnataka,Mysore,Davidson-Ross Museum,Museum,2016,4.8,4.8,50,No,None,Cultural,Yes,0.4,Evening
825,Northern,Himachal Pradesh,Shimla,"Murray, Donovan and Hodges Palace",Palace,1989,1.2,4.5,100,Yes,Wednesday,Architectural,No,1.23,Afternoon
826,Central,West Bengal,Darjeeling,Matthews LLC Palace,Palace,1609,3.1,4.2,20,No,Friday,Architectural,Yes,0.13,Morning
827,Northern,Uttar Pradesh,Lucknow,Perry Ltd Lake,Lake,1214,4.6,3.8,50,No,Sunday,Scientific,Yes,0.5,Afternoon
828,North-East,West Bengal,Darjeeling,Jones-Rodriguez Museum,Museum,1282,4.0,4.8,200,No,None,Scientific,No,3.79,Morning
829,Western,West Bengal,Kolkata,"Cohen, Ruiz and Brown Wildlife Sanctuary",Wildlife Sanctuary,1976,1.5,4.9,20,No,Friday,Architectural,Yes,3.07,Evening
830,North-East,Tamil Nadu,Madurai,Sanchez Ltd Fort,Fort,1681,5.1,4.2,0,Yes,Tuesday,Natural,Yes,4.95,Morning
831,Northern,Karnataka,Hampi,Deleon and Sons Fort,Fort,1410,5.9,4.4,50,No,Sunday,Cultural,Yes,2.66,Evening
832,North-East,Himachal Pradesh,Dharamshala,Wright PLC Palace,Palace,1746,3.7,4.1,100,No,Thursday,Architectural,No,1.59,Evening
833,Northern,Assam,Tezpur,Bailey-Nguyen Fort,Fort,1752,2.3,4.0,0,No,Thursday,Cultural,No,3.78,Afternoon
834,Western,Assam,Kaziranga,Contreras-Wilson Museum,Museum,1870,2.5,4.9,0,No,Tuesday,Architectural,No,1.0,Evening
835,Southern,Rajasthan,Udaipur,Edwards PLC Lake,Lake,1808,5.8,4.5,200,No,Saturday,Natural,Yes,1.87,Evening
836,North-East,Karnataka,Hampi,Higgins-Molina Lake,Lake,1364,3.9,3.5,10,Yes,Wednesday,Architectural,Yes,1.01,Evening
837,Southern,Maharashtra,Pune,Sanders-Rivas Lake,Lake,1901,1.9,4.2,100,No,Thursday,Historical,Yes,2.23,Morning
838,Eastern,Rajasthan,Jaipur,Williams-Smith Temple,Temple,2016,1.2,3.8,50,No,Monday,Religious,No,2.1,Evening
839,Northern,Goa,Margao,"Rollins, Buckley and Andrews Lake",Lake,1590,5.1,4.0,100,No,Monday,Scientific,Yes,4.77,Morning
840,Western,Kerala,Kochi,"Williams, Barron and Branch Wildlife Sanctuary",Wildlife Sanctuary,1682,3.8,3.9,0,Yes,Saturday,Cultural,No,1.19,Morning
841,Southern,Himachal Pradesh,Dharamshala,"Ingram, Johnson and Green Museum",Museum,1615,4.2,4.7,200,No,Sunday,Historical,No,1.17,Morning
842,Western,Rajasthan,Udaipur,"Martinez, Palmer and Howard Hill Station",Hill Station,1444,2.2,4.9,10,Yes,Sunday,Historical,No,2.86,Morning
843,Northern,Karnataka,Mysore,Ashley-Barker Wildlife Sanctuary,Wildlife Sanctuary,1661,5.8,4.5,10,No,Thursday,Architectural,Yes,4.0,Evening
844,Southern,Tamil Nadu,Chennai,Moore LLC Palace,Palace,2020,5.7,3.5,10,No,Saturday,Religious,No,1.7,Evening
845,Eastern,Goa,Panaji,Melendez-Ross Museum,Museum,1803,1.8,4.7,50,No,Tuesday,Scientific,No,4.46,Afternoon
846,North-East,Assam,Kaziranga,Stuart-Barrera Beach,Beach,1598,2.5,4.4,50,No,Tuesday,Scientific,No,0.7,Afternoon
847,Western,Uttar Pradesh,Varanasi,"Williams, Jones and Barnett Beach",Beach,1840,5.6,4.5,0,Yes,Saturday,Natural,Yes,3.7,Morning
848,Eastern,Goa,Panaji,"Collier, Mendez and Prince Beach",Beach,1728,1.0,3.7,100,Yes,Thursday,Cultural,No,1.46,Afternoon
849,Central,Rajasthan,Udaipur,Clarke LLC Palace,Palace,1531,4.5,3.6,100,No,Sunday,Historical,No,0.94,Afternoon
850,Eastern,Maharashtra,Pune,Holloway LLC Lake,Lake,1978,3.3,4.9,0,Yes,Friday,Natural,Yes,1.17,Morning
851,Western,Uttar Pradesh,Varanasi,Adkins Inc Hill Station,Hill Station,1720,3.6,5.0,10,Yes,Wednesday,Natural,Yes,4.61,Afternoon
852,Eastern,Assam,Guwahati,Keith Group Lake,Lake,1651,2.6,3.6,0,Yes,Saturday,Historical,Yes,0.3,Morning
853,North-East,Kerala,Munnar,"Glass, Mercer and Anderson Beach",Beach,1754,3.2,4.7,100,Yes,Saturday,Architectural,Yes,1.57,Morning
854,Western,Assam,Tezpur,Mclaughlin-Duran Wildlife Sanctuary,Wildlife Sanctuary,1351,5.9,3.6,100,No,Thursday,Cultural,No,3.04,Morning
855,Eastern,Tamil Nadu,Madurai,Thomas-Johnson Lake,Lake,1783,4.0,3.5,10,No,Tuesday,Scientific,Yes,0.95,Evening
856,Northern,Karnataka,Mysore,Cox Inc Temple,Temple,1905,1.1,4.6,50,No,Saturday,Scientific,Yes,4.49,Afternoon
857,Northern,Maharashtra,Mumbai,Shea and Sons Museum,Museum,1637,5.3,4.0,10,No,Monday,Cultural,Yes,1.89,Evening
858,Western,Assam,Kaziranga,Watson-Tucker Wildlife Sanctuary,Wildlife Sanctuary,1406,5.6,4.4,50,Yes,Monday,Historical,Yes,1.8,Evening
859,Eastern,Uttar Pradesh,Agra,"Evans, Reynolds and Schmidt Museum",Museum,1434,4.4,5.0,50,Yes,Sunday,Religious,Yes,4.46,Evening
860,Northern,Uttar Pradesh,Lucknow,Mitchell PLC Hill Station,Hill Station,1663,4.9,3.7,0,No,Monday,Religious,Yes,3.87,Evening
861,Eastern,Himachal Pradesh,Shimla,"Gutierrez, Trujillo and Cruz Beach",Beach,1874,3.2,4.2,100,Yes,Wednesday,Religious,Yes,3.39,Evening
862,Western,Himachal Pradesh,Manali,Morgan LLC Hill Station,Hill Station,1865,1.1,4.7,20,No,Friday,Scientific,No,0.86,Morning
863,North-East,Maharashtra,Pune,Baker PLC Fort,Fort,1954,1.9,4.4,200,Yes,Friday,Historical,Yes,4.58,Morning
864,Northern,West Bengal,Kolkata,Erickson-Barker Museum,Museum,1285,1.0,3.6,10,Yes,Thursday,Religious,No,4.48,Evening
865,Southern,Goa,Vasco,Duncan Inc Hill Station,Hill Station,1751,4.6,4.6,0,Yes,Wednesday,Historical,No,4.89,Afternoon
866,Northern,Kerala,Kochi,Parker PLC Hill Station,Hill Station,1949,5.8,4.3,20,Yes,Tuesday,Historical,Yes,0.53,Afternoon
867,Eastern,Tamil Nadu,Chennai,Hart-Collins Fort,Fort,1385,1.1,4.1,20,Yes,Sunday,Architectural,Yes,3.94,Morning
868,Western,Tamil Nadu,Chennai,Tran PLC Wildlife Sanctuary,Wildlife Sanctuary,1939,5.7,4.4,100,Yes,Sunday,Cultural,Yes,1.07,Evening
869,Southern,Tamil Nadu,Chennai,"Williams, Ellis and House Beach",Beach,1622,3.1,3.8,50,Yes,Sunday,Scientific,Yes,0.99,Evening
870,Southern,Tamil Nadu,Chennai,York LLC Museum,Museum,1606,4.4,4.4,20,Yes,Sunday,Cultural,No,4.65,Afternoon
871,Eastern,Assam,Guwahati,"Collins, Contreras and Smith Palace",Palace,1334,3.0,3.9,10,No,Monday,Scientific,Yes,3.01,Morning
872,Eastern,West Bengal,Darjeeling,Barnes Inc Fort,Fort,1900,1.6,3.6,0,Yes,Saturday,Natural,Yes,0.11,Morning
873,Southern,Assam,Guwahati,Martin Inc Beach,Beach,2023,3.0,4.3,100,No,Monday,Architectural,Yes,4.01,Evening
874,Southern,Kerala,Munnar,Evans-Coleman Fort,Fort,1311,1.7,4.7,50,No,Thursday,Scientific,Yes,4.61,Morning
875,North-East,Karnataka,Mysore,Kaiser and Sons Fort,Fort,1673,4.3,4.8,0,Yes,Thursday,Religious,No,3.18,Evening
876,Western,Assam,Kaziranga,"Clark, Hickman and Mccullough Museum",Museum,1613,3.2,4.4,100,Yes,Wednesday,Historical,Yes,0.2,Afternoon
877,Northern,West Bengal,Darjeeling,Grimes LLC Wildlife Sanctuary,Wildlife Sanctuary,1718,4.4,4.0,50,Yes,Saturday,Religious,Yes,1.75,Afternoon
878,Western,Tamil Nadu,Madurai,"Ward, Miller and Thompson Museum",Museum,1834,2.1,4.8,50,No,Thursday,Scientific,No,2.96,Morning
879,Eastern,West Bengal,Darjeeling,"Mullins, Garcia and Ellis Wildlife Sanctuary",Wildlife Sanctuary,1513,2.9,4.3,0,Yes,Tuesday,Historical,No,3.35,Morning
880,Eastern,Kerala,Munnar,Oneal and Sons Beach,Beach,1641,5.6,3.8,200,No,Tuesday,Historical,No,0.3,Evening
881,Western,Karnataka,Mysore,"Nolan, Smith and Lynch Fort",Fort,1730,3.1,4.8,100,No,None,Scientific,No,2.84,Evening
882,Central,Tamil Nadu,Chennai,"Robinson, Lucas and Mckay Temple",Temple,1647,4.5,4.6,20,Yes,Thursday,Architectural,Yes,3.15,Afternoon
883,Southern,Uttar Pradesh,Varanasi,Ramirez PLC Hill Station,Hill Station,1370,6.0,4.5,50,Yes,Wednesday,Scientific,Yes,1.56,Evening
884,Eastern,Goa,Margao,"Matthews, Walker and Scott Museum",Museum,1692,1.5,4.1,0,No,Sunday,Natural,Yes,4.86,Afternoon
885,Eastern,Uttar Pradesh,Agra,Burns and Sons Beach,Beach,1401,4.0,4.1,100,No,Monday,Historical,No,3.55,Afternoon
886,Central,Uttar Pradesh,Agra,Mccall-Day Wildlife Sanctuary,Wildlife Sanctuary,1311,1.3,4.0,20,No,Sunday,Cultural,Yes,3.81,Evening
887,North-East,Uttar Pradesh,Agra,"Chavez, Kelly and Grant Wildlife Sanctuary",Wildlife Sanctuary,1660,4.5,4.9,10,No,Sunday,Architectural,Yes,4.68,Morning
888,Western,West Bengal,Sundarbans,"Powers, Lopez and Adams Beach",Beach,1563,5.7,3.6,50,Yes,Tuesday,Cultural,Yes,3.49,Afternoon
889,Central,Tamil Nadu,Ooty,"Mendez, Martin and Perry Wildlife Sanctuary",Wildlife Sanctuary,1999,2.0,4.3,10,Yes,Saturday,Historical,Yes,1.49,Evening
890,Western,Assam,Tezpur,"Robinson, Matthews and Mathews Beach",Beach,1503,5.5,4.1,50,Yes,Tuesday,Religious,No,3.66,Morning
891,Western,Rajasthan,Jaipur,Logan Group Fort,Fort,1513,3.2,4.2,20,Yes,Friday,Natural,No,1.33,Morning
892,Central,Himachal Pradesh,Dharamshala,"Saunders, Horn and Thompson Wildlife Sanctuary",Wildlife Sanctuary,1306,2.7,4.2,0,Yes,Wednesday,Cultural,No,3.23,Evening
893,Eastern,Uttar Pradesh,Varanasi,"Stone, Coleman and Riley Museum",Museum,1203,4.5,3.7,0,Yes,Wednesday,Religious,Yes,4.93,Evening
894,Western,Himachal Pradesh,Manali,"Mcgrath, Powell and Dougherty Temple",Temple,1473,4.1,3.5,20,No,Saturday,Architectural,No,4.11,Afternoon
895,Southern,Goa,Panaji,"Frazier, Rose and Barrera Temple",Temple,1966,2.2,3.7,10,No,Friday,Architectural,Yes,2.5,Afternoon
896,Southern,Rajasthan,Jaipur,"Roberts, Humphrey and Navarro Palace",Palace,1879,4.4,3.7,0,No,None,Architectural,Yes,4.81,Afternoon
897,Eastern,Rajasthan,Jaipur,Delgado-Hall Beach,Beach,1477,3.2,5.0,0,No,Friday,Architectural,No,3.73,Morning
898,North-East,Himachal Pradesh,Shimla,"Mccoy, Conner and Patterson Wildlife Sanctuary",Wildlife Sanctuary,1877,2.8,3.8,200,No,None,Scientific,No,3.94,Morning
899,Western,Uttar Pradesh,Lucknow,Tate-Fry Beach,Beach,1315,5.0,4.2,50,Yes,Wednesday,Historical,Yes,0.45,Afternoon
900,North-East,Himachal Pradesh,Manali,Hayes-Gonzalez Hill Station,Hill Station,1958,3.5,4.1,0,Yes,Wednesday,Religious,No,1.41,Evening
901,Central,Tamil Nadu,Ooty,"Chapman, Monroe and Davila Palace",Palace,1918,3.8,5.0,0,Yes,Friday,Scientific,No,2.64,Morning
902,Central,West Bengal,Darjeeling,Nguyen-Andrews Fort,Fort,1443,4.5,4.5,0,No,Saturday,Scientific,No,2.38,Afternoon
903,Southern,Assam,Guwahati,Schmidt-Miller Museum,Museum,1558,1.5,4.1,10,Yes,Wednesday,Cultural,No,1.76,Morning
904,Northern,Assam,Kaziranga,Barrett-Higgins Hill Station,Hill Station,1240,5.2,4.1,20,No,Tuesday,Architectural,No,3.86,Evening
905,Southern,Assam,Guwahati,Santiago-Cruz Lake,Lake,1970,5.3,3.7,10,No,Thursday,Historical,No,2.9,Afternoon
906,Central,Uttar Pradesh,Varanasi,Aguilar Group Beach,Beach,1815,4.1,4.6,100,Yes,None,Scientific,Yes,3.08,Afternoon
907,Southern,Uttar Pradesh,Agra,Davis PLC Beach,Beach,1714,1.3,4.3,20,Yes,Sunday,Historical,No,3.33,Evening
908,Southern,Himachal Pradesh,Shimla,"Morales, Boyer and Smith Fort",Fort,1393,4.9,5.0,200,Yes,None,Architectural,Yes,4.41,Evening
909,North-East,West Bengal,Sundarbans,"Mcdaniel, Harris and Moreno Hill Station",Hill Station,1821,3.8,4.9,20,No,Tuesday,Cultural,Yes,4.79,Afternoon
910,Western,West Bengal,Kolkata,Watkins-Floyd Wildlife Sanctuary,Wildlife Sanctuary,1677,4.6,4.1,100,Yes,Monday,Natural,No,1.14,Morning
911,Western,Maharashtra,Mumbai,"Hopkins, Valdez and Hurley Wildlife Sanctuary",Wildlife Sanctuary,1755,1.7,3.8,20,No,Thursday,Religious,Yes,1.33,Evening
912,North-East,Assam,Kaziranga,"Hamilton, Alvarez and Beard Hill Station",Hill Station,1768,5.9,4.5,100,No,Saturday,Historical,No,1.48,Afternoon
913,Central,West Bengal,Sundarbans,Schaefer-Thompson Fort,Fort,1579,1.9,3.8,20,Yes,Sunday,Architectural,No,2.48,Afternoon
914,Eastern,Goa,Margao,"Mcguire, Armstrong and Wang Palace",Palace,1333,4.1,3.7,200,No,None,Historical,Yes,0.19,Evening
915,Western,Tamil Nadu,Ooty,Anderson Group Lake,Lake,1777,5.1,4.6,10,Yes,Wednesday,Historical,Yes,1.63,Afternoon
916,Western,Rajasthan,Udaipur,Villarreal-Schmidt Wildlife Sanctuary,Wildlife Sanctuary,1270,1.0,4.4,20,Yes,Sunday,Historical,No,2.98,Afternoon
917,Southern,Kerala,Kochi,Arnold PLC Beach,Beach,1894,5.8,4.4,50,Yes,Saturday,Architectural,Yes,4.86,Afternoon
918,Western,Karnataka,Mysore,Dyer LLC Wildlife Sanctuary,Wildlife Sanctuary,1566,4.0,4.6,200,Yes,Wednesday,Religious,No,1.01,Afternoon
919,Central,Goa,Vasco,Smith Ltd Fort,Fort,1710,2.1,3.8,200,Yes,Wednesday,Historical,No,4.84,Evening
920,Eastern,Himachal Pradesh,Manali,"Cox, Cunningham and Morrison Lake",Lake,1479,1.7,3.9,0,Yes,Friday,Scientific,No,2.12,Evening
921,Eastern,Tamil Nadu,Chennai,"Watson, Shaw and Sanchez Lake",Lake,1754,3.9,4.5,20,Yes,Friday,Cultural,Yes,1.21,Morning
922,North-East,Karnataka,Bengaluru,"Sims, Williams and Hubbard Lake",Lake,1298,3.9,3.6,100,No,Monday,Architectural,No,3.0,Morning
923,Western,Himachal Pradesh,Manali,Bernard LLC Palace,Palace,1836,4.6,4.6,100,Yes,Tuesday,Natural,No,3.55,Morning
924,Northern,Tamil Nadu,Chennai,"Taylor, Summers and Snyder Lake",Lake,1659,4.7,4.5,100,Yes,Sunday,Religious,No,2.32,Afternoon
925,Northern,Rajasthan,Jodhpur,Ray Ltd Fort,Fort,1920,1.9,4.8,50,Yes,Monday,Religious,No,2.95,Morning
926,Central,Himachal Pradesh,Shimla,Dean-Buck Palace,Palace,1522,4.5,4.3,0,Yes,Saturday,Scientific,Yes,2.85,Morning
927,Eastern,Assam,Tezpur,"Wade, Harper and Miller Hill Station",Hill Station,1881,2.8,3.7,10,Yes,Thursday,Historical,Yes,3.72,Morning
928,Central,Rajasthan,Jaipur,"Morgan, Walker and Williams Beach",Beach,1737,4.2,4.4,200,No,Thursday,Cultural,No,4.9,Afternoon
929,Eastern,Uttar Pradesh,Varanasi,"Chapman, Miller and Clark Palace",Palace,1351,5.6,4.5,100,Yes,None,Historical,Yes,1.93,Afternoon
930,Eastern,Uttar Pradesh,Agra,Williams-Robinson Wildlife Sanctuary,Wildlife Sanctuary,1337,3.5,4.1,200,Yes,Sunday,Religious,No,0.28,Evening
931,Eastern,Karnataka,Hampi,Medina-Dillon Wildlife Sanctuary,Wildlife Sanctuary,1666,5.6,4.3,50,No,None,Cultural,No,0.93,Evening
932,Southern,Kerala,Kochi,Silva LLC Museum,Museum,1648,5.4,4.1,20,No,Thursday,Historical,No,2.38,Evening
933,Southern,Kerala,Munnar,"Lee, Duncan and Parsons Fort",Fort,1312,5.5,3.9,200,No,None,Cultural,Yes,4.96,Morning
934,Northern,Uttar Pradesh,Agra,"Ballard, Colon and Lamb Museum",Museum,1585,1.7,4.1,0,Yes,None,Scientific,Yes,1.75,Evening
935,North-East,Himachal Pradesh,Shimla,Guerrero Ltd Beach,Beach,1537,4.9,4.6,200,Yes,Saturday,Cultural,No,2.23,Evening
936,Eastern,West Bengal,Darjeeling,Jones-Thomas Beach,Beach,1976,3.8,4.5,10,Yes,Friday,Historical,No,4.33,Morning
937,North-East,Assam,Kaziranga,Ellis-Clark Lake,Lake,1781,2.1,4.5,50,No,Thursday,Cultural,No,4.9,Morning
938,Central,Goa,Panaji,"Neal, Stevens and Munoz Palace",Palace,1328,3.1,3.9,0,No,Tuesday,Religious,Yes,2.89,Afternoon
939,Northern,Rajasthan,Udaipur,Barber-Smith Hill Station,Hill Station,1660,4.0,3.6,20,No,Monday,Historical,Yes,3.92,Morning
940,Northern,Kerala,Munnar,Lowe-Terrell Palace,Palace,1867,1.6,4.6,100,No,Sunday,Historical,No,0.95,Evening
941,North-East,Uttar Pradesh,Agra,Carpenter PLC Beach,Beach,1757,5.6,4.2,20,No,Monday,Natural,No,4.43,Evening
942,Western,Kerala,Munnar,"Blackwell, Howard and Aguilar Wildlife Sanctuary",Wildlife Sanctuary,1909,5.8,4.9,200,No,Tuesday,Cultural,No,0.82,Evening
943,North-East,Assam,Guwahati,Barnes LLC Museum,Museum,1846,4.6,3.5,100,Yes,Sunday,Religious,No,0.47,Afternoon
944,North-East,Assam,Guwahati,"Gibson, Mcconnell and Barnett Wildlife Sanctuary",Wildlife Sanctuary,1391,3.9,3.8,10,No,Friday,Cultural,No,3.05,Evening
945,Central,Assam,Kaziranga,Gould-Walters Palace,Palace,1500,1.3,4.1,20,No,Friday,Religious,Yes,2.03,Afternoon
946,North-East,Rajasthan,Jodhpur,"Manning, Thomas and Ruiz Fort",Fort,1302,3.0,5.0,0,Yes,Thursday,Religious,Yes,0.7,Afternoon
947,Northern,Rajasthan,Jodhpur,"Adams, Thomas and Miller Temple",Temple,1549,2.4,4.5,200,No,Tuesday,Natural,Yes,1.11,Morning
948,Northern,Uttar Pradesh,Varanasi,"Wang, Morales and Brown Temple",Temple,1963,2.6,3.6,200,Yes,Friday,Natural,No,3.17,Evening
949,Eastern,Goa,Margao,"Mclaughlin, Gross and Wells Museum",Museum,1995,4.2,3.7,20,No,Tuesday,Natural,No,4.17,Evening
950,Western,Kerala,Thiruvananthapuram,Miller Group Wildlife Sanctuary,Wildlife Sanctuary,1828,1.2,4.4,50,Yes,Sunday,Natural,Yes,1.36,Afternoon
