sno.,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
760,Northern,Delhi,Delhi,"Oconnell, Nixon and Lowe Museum",Temple,1804,4,3.9,0,Yes,Monday,Religious,Yes,3.8,Evening
761,Western,Rajasthan,Jaipur,Elliott-Barrett Park,Temple,1872,4,3.6,0,Yes,Friday,Architectural,Yes,4.5,Winter
762,North-Eastern,Assam,Guwahati,Schmidt-Peck Fort,Lake,1638,4,4.2,0,Yes,Sunday,Architectural,Yes,4.1,Summer
763,Western,Maharashtra,Mumbai,Norris Inc Temple,Temple,1667,5,4.7,0,Yes,Thursday,Architectural,Yes,4.9,Summer
764,Western,Rajasthan,Jaipur,"Olsen, Webster and Zuniga Fort",Theme Park,1606,1,3.9,10,No,Friday,Religious,No,0.1,Evening
765,Western,Rajasthan,Jaipur,Zimmerman-Stevens Fort,Temple,1907,5,4.8,100,Yes,None,Religious,No,4.8,Evening
766,North-Eastern,Meghalaya,Shillong,"Peterson, Howell and Bryant Fort",Zoo,1833,5,4.5,10,Yes,Thursday,Architectural,Yes,4.3,Morning
767,Southern,Karnataka,Bengaluru,Sullivan and Sons Memorial,Lake,1913,2,3.8,20,Yes,Monday,Religious,No,2.6,Evening
768,North-Eastern,Meghalaya,Shillong,"Flores, Mendoza and Rogers Park",War Memorial,1878,6,4,10,Yes,Friday,Natural,Yes,1.8,Evening
769,Eastern,Odisha,Bhubaneswar,Chapman-Smith Temple,Museum,1614,6,4.9,10,Yes,Tuesday,Environmental,No,3.1,Afternoon
770,Western,Gujarat,Ahmedabad,"Sharp, Mann and Sloan Museum",Theme Park,2018,5,3.6,100,Yes,Saturday,Architectural,Yes,3.1,Evening
771,Eastern,West Bengal,Kolkata,Dunn PLC Park,Sanctuary,1978,5,4.7,20,Yes,Tuesday,Historical,Yes,0.4,Afternoon
772,Northern,Uttar Pradesh,Agra,Norris Group Museum,Lake,1532,4,4.9,100,Yes,Wednesday,Environmental,Yes,2,Morning
773,Southern,Karnataka,Bengaluru,Conway-Lowe Fort,Temple,1803,4,4.7,30,No,None,Architectural,No,1,Summer
774,Northern,Uttar Pradesh,Agra,"Wilson, Pierce and Skinner Park",Hill Station,1783,5,5,0,Yes,Wednesday,Cultural,No,2.3,Summer
775,Southern,Tamil Nadu,Chennai,Woodard PLC Fort,Theme Park,1583,3,3.9,0,Yes,Wednesday,Natural,No,3.1,Afternoon
776,Western,Maharashtra,Mumbai,Williams-Chapman Museum,Temple,1585,1,3.6,100,Yes,Monday,Cultural,No,3.4,Winter
777,Eastern,West Bengal,Kolkata,Miller PLC Fort,Theme Park,1859,2,3.5,0,Yes,Monday,Architectural,No,2,Morning
778,Eastern,West Bengal,Kolkata,"Hall, House and Wright Museum",War Memorial,1632,5,4.6,30,Yes,Sunday,Architectural,No,1.4,Summer
779,Western,Rajasthan,Jaipur,Baker-Thompson Memorial,War Memorial,1849,6,4,50,Yes,Thursday,Cultural,No,1.5,Summer
780,Central,Madhya Pradesh,Bhopal,Phillips-Conway Fort,Temple,1745,6,4.8,10,Yes,Friday,Historical,No,2.6,Morning
781,Western,Maharashtra,Mumbai,Hunt-Martinez Memorial,Hill Station,1824,1,3.6,20,Yes,Tuesday,Environmental,Yes,2.2,Afternoon
782,Central,Madhya Pradesh,Bhopal,"Garcia, Mayo and Mitchell Memorial",Hill Station,1619,2,4.1,30,Yes,Sunday,Natural,Yes,2.7,Evening
783,Northern,Punjab,Amritsar,Harper-Williams Fort,Museum,1757,5,4.5,20,Yes,Sunday,Natural,Yes,1.8,Afternoon
784,Southern,Karnataka,Bengaluru,Castillo PLC Museum,Museum,1753,5,4.4,0,Yes,Wednesday,Historical,Yes,3.5,Morning
785,Western,Rajasthan,Jaipur,Castaneda and Sons Park,Sanctuary,1529,2,3.8,30,Yes,Saturday,Architectural,No,3.6,Winter
786,Eastern,West Bengal,Kolkata,Jarvis-Bowman Temple,Hill Station,1550,6,4.1,30,Yes,Saturday,Religious,Yes,3.4,Morning
787,Northern,Delhi,Delhi,May and Sons Fort,War Memorial,1622,4,4.2,20,Yes,Monday,Architectural,Yes,2.7,Winter
788,Western,Gujarat,Ahmedabad,Patrick-Jones Museum,Lake,1558,3,4.3,50,Yes,None,Architectural,Yes,2.1,Morning
789,Eastern,Odisha,Bhubaneswar,"Scott, Smith and Ellis Temple",Sanctuary,2021,3,4.1,100,Yes,None,Historical,No,2.5,Afternoon
790,Western,Maharashtra,Mumbai,Barron Group Temple,Hill Station,1693,1,4.8,100,Yes,Monday,Religious,No,3.5,Summer
791,North-Eastern,Meghalaya,Shillong,"Hill, Lee and Rios Park",Lake,2011,2,4.9,0,Yes,Saturday,Natural,Yes,4.4,Afternoon
792,Central,Madhya Pradesh,Bhopal,Lawson LLC Park,Zoo,1828,5,5,10,Yes,Sunday,Architectural,No,4.8,Winter
793,Eastern,Odisha,Bhubaneswar,Ford and Sons Temple,Fort,1911,6,3.7,50,Yes,Friday,Cultural,No,3,Morning
794,Southern,Tamil Nadu,Chennai,"Blair, Gardner and Thomas Temple",Hill Station,1743,4,4.4,100,Yes,Saturday,Environmental,No,3,Winter
795,Southern,Kerala,Kochi,Brooks LLC Park,Hill Station,1555,3,4.3,10,Yes,Tuesday,Historical,Yes,4.3,Evening
796,Central,Madhya Pradesh,Bhopal,Norris-Sanchez Park,War Memorial,1922,3,4.3,100,Yes,Tuesday,Natural,Yes,0.4,Afternoon
797,Southern,Tamil Nadu,Chennai,Ruiz Group Memorial,Museum,1844,2,4.9,100,Yes,Thursday,Cultural,No,2.5,Morning
798,Southern,Karnataka,Bengaluru,Gomez-Ho Park,Fort,1846,3,4.4,50,Yes,Thursday,Cultural,Yes,3,Summer
799,Western,Rajasthan,Jaipur,"Rodriguez, Hardin and Franco Park",Fort,1533,2,3.7,10,Yes,Saturday,Religious,No,4.3,Winter
800,Northern,Punjab,Amritsar,Huber-Simmons Fort,Lake,1788,5,4.7,20,Yes,Tuesday,Cultural,Yes,2.1,Summer
801,Eastern,Odisha,Bhubaneswar,Davis-Simon Memorial,Lake,1899,2,3.7,0,Yes,Tuesday,Religious,Yes,3.9,Evening
802,Northern,Punjab,Amritsar,Hamilton-Torres Temple,Sanctuary,1528,3,3.5,30,Yes,Saturday,Religious,Yes,0.9,Afternoon
803,Western,Maharashtra,Mumbai,Rodriguez-Williams Park,Fort,1534,1,4.5,20,Yes,None,Religious,Yes,3.9,Evening
804,Central,Madhya Pradesh,Bhopal,"Hart, Vargas and Blankenship Memorial",War Memorial,1606,1,4.8,30,Yes,None,Religious,Yes,2.7,Evening
805,North-Eastern,Meghalaya,Shillong,"Anderson, Lee and Brown Park",Sanctuary,1679,4,3.7,20,Yes,None,Cultural,Yes,3.5,Winter
806,Central,Madhya Pradesh,Bhopal,"Nelson, Price and Vargas Park",Zoo,1638,1,3.9,100,Yes,Friday,Cultural,No,2.6,Winter
807,North-Eastern,Assam,Guwahati,Chandler-Hernandez Memorial,Theme Park,1637,4,4.9,100,Yes,Tuesday,Architectural,No,1.7,Morning
808,Southern,Kerala,Kochi,Howard-Decker Memorial,Theme Park,1909,3,5,0,Yes,Saturday,Architectural,No,3.3,Afternoon
809,Central,Madhya Pradesh,Bhopal,Hernandez LLC Fort,Sanctuary,1661,5,4.1,50,Yes,Saturday,Natural,No,3,Morning
810,Southern,Karnataka,Bengaluru,Ross-Adams Temple,Hill Station,1623,5,3.5,100,Yes,Sunday,Cultural,Yes,4.8,Winter
811,Eastern,West Bengal,Kolkata,Perkins LLC Fort,Tomb,1824,1,4.4,30,Yes,Wednesday,Architectural,Yes,2.5,Evening
812,Western,Rajasthan,Jaipur,Kane PLC Memorial,Museum,1719,1,3.9,100,Yes,Saturday,Historical,Yes,0.2,Summer
813,Southern,Karnataka,Bengaluru,"Bailey, Schwartz and Williams Park",Hill Station,1959,4,4.7,100,Yes,Wednesday,Historical,Yes,0.9,Evening
814,Western,Gujarat,Ahmedabad,Reyes-Hill Park,Theme Park,1801,3,4.2,0,Yes,Thursday,Architectural,No,2.6,Winter
815,Central,Madhya Pradesh,Bhopal,Odonnell and Sons Fort,Fort,1835,3,4.3,100,Yes,Tuesday,Architectural,No,0.6,Summer
816,Western,Maharashtra,Mumbai,Lawson-English Museum,Sanctuary,1592,2,3.9,20,Yes,Tuesday,Natural,Yes,0.6,Evening
817,Southern,Karnataka,Bengaluru,Estrada Ltd Memorial,Temple,1879,3,4.7,30,Yes,Tuesday,Cultural,Yes,4.3,Summer
818,Western,Maharashtra,Mumbai,"Maldonado, Clark and Smith Fort",Zoo,1891,4,4.4,50,Yes,Tuesday,Environmental,Yes,4.5,Summer
819,Western,Maharashtra,Mumbai,"Cummings, Cooper and Moody Memorial",Museum,1958,1,4.4,50,Yes,Wednesday,Cultural,No,1.3,Morning
820,North-Eastern,Assam,Guwahati,Miller and Sons Museum,Fort,1726,3,4.6,10,Yes,None,Religious,Yes,1.1,Summer
821,Eastern,West Bengal,Kolkata,King-Cisneros Memorial,Theme Park,1961,4,4.8,30,No,Sunday,Cultural,No,2,Winter
822,Eastern,West Bengal,Kolkata,"Wilson, Owens and White Park",Museum,1660,4,3.6,50,No,Wednesday,Historical,Yes,5,Afternoon
823,Northern,Delhi,Delhi,Lee Inc Memorial,Temple,1519,4,3.9,20,Yes,Monday,Natural,No,2.4,Winter
824,Northern,Delhi,Delhi,Moore PLC Fort,Sanctuary,1923,6,4.8,10,Yes,Wednesday,Architectural,Yes,0.3,Summer
825,Southern,Kerala,Kochi,"Miller, Frederick and Gibson Temple",Theme Park,1905,4,3.6,50,Yes,Sunday,Environmental,Yes,0.8,Morning
826,Eastern,Odisha,Bhubaneswar,Marshall and Sons Memorial,Theme Park,1848,2,3.9,10,No,Tuesday,Natural,No,2.6,Morning
827,Central,Madhya Pradesh,Bhopal,"Mccall, Evans and Allen Museum",War Memorial,1928,4,4.8,0,Yes,None,Natural,No,4.1,Summer
828,North-Eastern,Meghalaya,Shillong,Acosta-Summers Park,Fort,1961,2,3.5,20,Yes,Monday,Cultural,No,1.6,Afternoon
829,North-Eastern,Meghalaya,Shillong,"Moreno, Carpenter and Ruiz Memorial",Museum,1599,1,3.6,30,Yes,Monday,Religious,Yes,2.3,Morning
830,Eastern,West Bengal,Kolkata,Dickson Inc Museum,Tomb,1642,3,4.5,20,Yes,Wednesday,Cultural,Yes,4.2,Morning
831,Southern,Kerala,Kochi,Hernandez-Vaughn Park,Hill Station,1763,6,4.9,100,Yes,Sunday,Environmental,Yes,3.5,Morning
832,Western,Rajasthan,Jaipur,Cooper and Sons Museum,Museum,1654,3,4.3,50,Yes,Wednesday,Historical,Yes,0.2,Afternoon
833,Southern,Karnataka,Bengaluru,"Martin, Hoover and Schultz Temple",Theme Park,2009,2,4.5,50,Yes,Monday,Cultural,Yes,4.8,Morning
834,North-Eastern,Assam,Guwahati,Fowler and Sons Museum,Theme Park,1628,1,4.2,50,Yes,Friday,Environmental,Yes,2.7,Summer
835,Western,Rajasthan,Jaipur,Porter and Sons Temple,Hill Station,2021,2,3.8,20,Yes,None,Natural,Yes,3.8,Afternoon
836,Southern,Tamil Nadu,Chennai,Barr-Booth Fort,Fort,1600,1,4.7,10,Yes,Tuesday,Natural,No,3.8,Evening
837,Southern,Kerala,Kochi,"Fuller, Bautista and Mckay Fort",Hill Station,1526,4,4.6,10,Yes,Wednesday,Architectural,Yes,3.4,Summer
838,Eastern,Odisha,Bhubaneswar,Smith-Morales Fort,Museum,1775,6,3.9,10,Yes,Sunday,Historical,No,2.3,Summer
839,Southern,Karnataka,Bengaluru,Williams Ltd Memorial,Sanctuary,1868,1,4.7,50,Yes,Friday,Natural,No,1.2,Morning
840,Western,Maharashtra,Mumbai,"Lee, Atkins and Beck Temple",Lake,1791,6,4,0,No,Friday,Historical,Yes,0.9,Winter
841,Eastern,West Bengal,Kolkata,Fuller PLC Temple,Zoo,1930,4,4.5,30,No,Thursday,Natural,Yes,1.3,Summer
842,Western,Gujarat,Ahmedabad,Young Inc Temple,Temple,1822,2,4.4,50,Yes,Tuesday,Architectural,No,2.8,Winter
843,Western,Maharashtra,Mumbai,Murphy-Taylor Museum,Sanctuary,1757,5,4.3,50,Yes,Sunday,Cultural,No,3.7,Afternoon
844,North-Eastern,Meghalaya,Shillong,"Miller, Moyer and Carey Park",Hill Station,1728,6,4.3,10,Yes,None,Religious,No,2.5,Summer
845,Central,Madhya Pradesh,Bhopal,Henry and Sons Memorial,Fort,1781,5,4.9,30,Yes,Thursday,Environmental,No,4.2,Morning
846,Central,Madhya Pradesh,Bhopal,"Lara, Davis and Sanchez Memorial",Hill Station,1808,4,4.9,50,Yes,None,Environmental,Yes,1.6,Afternoon
847,Southern,Karnataka,Bengaluru,Perry and Sons Fort,Tomb,1505,3,4.3,50,Yes,Friday,Architectural,Yes,5,Morning
848,Southern,Karnataka,Bengaluru,"Ryan, Cooper and Lindsey Fort",Temple,1964,3,4.2,10,Yes,Thursday,Historical,Yes,2.1,Summer
849,North-Eastern,Meghalaya,Shillong,Rangel PLC Fort,Tomb,1637,4,4.5,50,Yes,Thursday,Natural,No,3.9,Summer
850,Eastern,Odisha,Bhubaneswar,Parker-Smith Park,War Memorial,1704,6,3.6,10,No,Tuesday,Historical,Yes,1.7,Afternoon
851,Western,Gujarat,Ahmedabad,"Woods, Hart and Barnett Museum",Theme Park,1975,5,4.3,50,No,Friday,Historical,Yes,3.4,Summer
852,North-Eastern,Assam,Guwahati,Lawrence-Gonzalez Museum,Tomb,1611,6,4.1,10,Yes,Sunday,Historical,Yes,1.9,Winter
853,Central,Madhya Pradesh,Bhopal,"Sanders, Mendoza and Bridges Park",War Memorial,1609,4,3.5,0,Yes,Thursday,Historical,No,4.8,Morning
854,North-Eastern,Meghalaya,Shillong,Marshall and Sons Temple,Hill Station,1572,3,5,100,No,Saturday,Architectural,No,3.3,Afternoon
855,Eastern,West Bengal,Kolkata,Mckinney Inc Park,Temple,1888,1,4.6,30,Yes,Thursday,Cultural,Yes,4.8,Afternoon
856,Western,Gujarat,Ahmedabad,Larson-Payne Park,Museum,1570,3,3.8,10,Yes,Wednesday,Cultural,No,0.5,Afternoon
857,Western,Maharashtra,Mumbai,"Martinez, Armstrong and Barker Memorial",Zoo,1761,2,3.5,50,Yes,Monday,Cultural,Yes,4.6,Evening
858,Western,Maharashtra,Mumbai,Owen Inc Museum,Lake,1702,5,4.3,10,Yes,Sunday,Religious,Yes,2.7,Summer
859,Western,Maharashtra,Mumbai,Steele-Love Fort,Fort,1612,3,4.8,30,Yes,Tuesday,Cultural,Yes,2.7,Winter
860,North-Eastern,Meghalaya,Shillong,Rice Group Park,Zoo,1559,6,4.1,50,Yes,Saturday,Architectural,No,4,Winter
861,Southern,Karnataka,Bengaluru,Martinez Inc Temple,Sanctuary,1581,6,4.7,10,No,Thursday,Historical,No,2.9,Summer
862,Northern,Delhi,Delhi,Baker LLC Park,Lake,1839,3,3.6,10,Yes,Tuesday,Religious,No,1.9,Afternoon
863,Southern,Tamil Nadu,Chennai,House LLC Fort,Lake,1739,5,4.5,10,Yes,Wednesday,Cultural,No,4.6,Afternoon
864,Western,Rajasthan,Jaipur,Harris PLC Fort,Tomb,1534,3,4.7,20,No,Tuesday,Environmental,Yes,1.2,Summer
865,Southern,Tamil Nadu,Chennai,Summers PLC Museum,Fort,1716,2,4.9,100,Yes,None,Architectural,Yes,0.7,Morning
866,Western,Rajasthan,Jaipur,Bennett-Pena Fort,Temple,1686,2,4,0,Yes,Sunday,Environmental,Yes,3.7,Evening
867,North-Eastern,Assam,Guwahati,Anderson Group Temple,Zoo,1667,6,4.4,10,Yes,Sunday,Cultural,No,2.9,Afternoon
868,Central,Madhya Pradesh,Bhopal,Anderson-Escobar Temple,Sanctuary,1832,3,4.3,100,Yes,None,Environmental,Yes,4,Morning
869,Southern,Karnataka,Bengaluru,Morris Group Park,Theme Park,1679,6,4.4,20,Yes,Wednesday,Environmental,No,2.1,Summer
870,Northern,Punjab,Amritsar,Prince and Sons Temple,Hill Station,1721,3,4.9,20,Yes,Sunday,Religious,Yes,1.6,Morning
871,Western,Rajasthan,Jaipur,Dixon-Larson Museum,Theme Park,1740,4,4.2,100,Yes,Thursday,Environmental,No,0.2,Morning
872,North-Eastern,Assam,Guwahati,Brown-Little Memorial,War Memorial,1889,6,4.3,100,Yes,Tuesday,Environmental,No,2.7,Winter
873,Southern,Tamil Nadu,Chennai,"Schultz, Jones and Nelson Museum",Fort,1709,6,4.9,10,Yes,Monday,Religious,No,2.7,Summer
874,Southern,Kerala,Kochi,Brown-Stewart Park,Tomb,1831,4,4.6,100,Yes,Wednesday,Historical,No,4.1,Afternoon
875,Northern,Punjab,Amritsar,Beck Group Memorial,Hill Station,1908,4,4.5,30,Yes,Friday,Cultural,No,1.1,Winter
876,Central,Madhya Pradesh,Bhopal,Martin-Ayala Fort,Zoo,2022,5,4.5,30,Yes,None,Historical,No,3.2,Afternoon
877,Western,Maharashtra,Mumbai,Benton-Oliver Park,Hill Station,1999,5,4.8,100,Yes,Monday,Religious,Yes,0.2,Morning
878,Northern,Uttar Pradesh,Agra,Stewart-Gibson Temple,Tomb,1768,3,4.5,50,Yes,Saturday,Religious,No,1.7,Afternoon
879,Northern,Punjab,Amritsar,Powell-Hill Temple,Fort,1543,5,4.8,100,Yes,Saturday,Architectural,Yes,4.5,Evening
880,North-Eastern,Assam,Guwahati,Cruz LLC Museum,Tomb,1639,5,4.4,0,Yes,Thursday,Natural,No,0.6,Morning
881,Central,Madhya Pradesh,Bhopal,"Valdez, Hanson and Murphy Fort",Theme Park,1585,6,4.8,10,No,Saturday,Natural,No,4,Afternoon
882,Eastern,West Bengal,Kolkata,Williams Ltd Memorial,Temple,1772,1,4.5,0,Yes,Sunday,Cultural,Yes,3.3,Morning
883,North-Eastern,Meghalaya,Shillong,"Alvarado, Burgess and Montoya Park",War Memorial,1988,6,4.6,0,Yes,Friday,Cultural,Yes,2.9,Evening
884,Western,Gujarat,Ahmedabad,"Pope, Russell and Webster Memorial",Theme Park,1844,5,4.7,30,No,Wednesday,Architectural,No,1.1,Winter
885,Southern,Kerala,Kochi,Rogers PLC Museum,Museum,1823,3,3.6,10,Yes,Friday,Religious,No,2.9,Afternoon
886,Central,Madhya Pradesh,Bhopal,Smith-Anderson Memorial,Hill Station,1633,2,5,50,Yes,Tuesday,Architectural,Yes,1.1,Morning
887,Western,Maharashtra,Mumbai,"Williams, Dunlap and Allen Museum",War Memorial,1965,4,4.2,0,Yes,Saturday,Historical,No,0.1,Summer
888,Northern,Uttar Pradesh,Agra,"Cain, Carroll and Anderson Park",Lake,1885,3,4.8,10,No,Sunday,Natural,No,2.5,Winter
889,Western,Maharashtra,Mumbai,Carlson-Galloway Memorial,War Memorial,1744,1,4.4,100,No,Tuesday,Religious,No,0.8,Summer
890,Western,Gujarat,Ahmedabad,"Davidson, Lopez and Kaufman Temple",Hill Station,1669,3,4.7,0,Yes,Friday,Religious,No,4.9,Morning
891,Eastern,West Bengal,Kolkata,Walker-Dixon Temple,Tomb,1819,6,4.1,100,Yes,Monday,Architectural,Yes,0.7,Morning
892,North-Eastern,Meghalaya,Shillong,Adams-Flores Fort,Hill Station,1751,6,4.9,100,Yes,Sunday,Architectural,No,1.1,Evening
893,North-Eastern,Meghalaya,Shillong,Brown Group Memorial,Temple,1690,4,3.9,20,Yes,Saturday,Natural,No,3.2,Evening
894,Eastern,Odisha,Bhubaneswar,Avila-Hill Memorial,War Memorial,1558,2,3.9,20,Yes,Sunday,Cultural,Yes,3.5,Morning
895,Northern,Punjab,Amritsar,"Turner, Rice and Wright Museum",Sanctuary,1919,2,3.7,10,Yes,Tuesday,Cultural,No,3.5,Afternoon
896,Southern,Tamil Nadu,Chennai,Anderson LLC Park,Temple,1884,3,4.3,20,No,Friday,Cultural,No,2.4,Evening
897,North-Eastern,Meghalaya,Shillong,"Thomas, Clark and Clark Temple",War Memorial,1578,3,3.7,10,Yes,Wednesday,Cultural,No,1.1,Winter
898,Central,Madhya Pradesh,Bhopal,Patterson-Thomas Memorial,Lake,1804,6,3.5,0,Yes,Tuesday,Historical,No,0.9,Evening
899,Southern,Karnataka,Bengaluru,"Williams, Wallace and Harris Temple",War Memorial,1794,2,4.2,0,Yes,Tuesday,Architectural,Yes,2.5,Winter
900,Southern,Tamil Nadu,Chennai,"Carter, Robinson and Church Museum",Lake,1736,5,4,30,Yes,Monday,Cultural,Yes,3.8,Winter
901,Southern,Kerala,Kochi,"Montgomery, Charles and Williams Museum",Temple,1701,3,4.3,10,Yes,Thursday,Environmental,Yes,1.8,Winter
902,Central,Madhya Pradesh,Bhopal,Rice Group Temple,Fort,1651,4,4.6,30,Yes,Thursday,Natural,Yes,0.9,Morning
903,Western,Gujarat,Ahmedabad,"Martin, Wilson and Gibson Museum",Sanctuary,1744,4,4.2,50,Yes,Wednesday,Environmental,Yes,4,Evening
904,Central,Madhya Pradesh,Bhopal,"Hodge, Delgado and Obrien Museum",War Memorial,1842,4,4,50,Yes,None,Religious,No,1.2,Afternoon
905,Southern,Tamil Nadu,Chennai,Mcclure and Sons Museum,Sanctuary,1919,1,3.7,100,Yes,Thursday,Environmental,No,1.9,Morning
906,Western,Maharashtra,Mumbai,Mason-Sanders Park,War Memorial,1687,2,3.8,50,Yes,Friday,Cultural,Yes,1.2,Winter
907,North-Eastern,Meghalaya,Shillong,"Herrera, Russell and Barnes Park",War Memorial,1812,1,4.3,0,Yes,Thursday,Religious,Yes,3.4,Winter
908,Southern,Karnataka,Bengaluru,Bautista-Bush Memorial,Temple,1863,2,4,50,Yes,Tuesday,Cultural,Yes,2.8,Afternoon
909,Eastern,Odisha,Bhubaneswar,White-Lawson Museum,Fort,1515,1,4.3,30,Yes,Wednesday,Historical,No,4.7,Evening
910,Central,Madhya Pradesh,Bhopal,Liu-Butler Museum,War Memorial,1589,1,3.9,20,Yes,Wednesday,Natural,Yes,2.2,Summer
911,Eastern,West Bengal,Kolkata,Mcdaniel-Clark Fort,War Memorial,1743,4,3.6,10,Yes,Thursday,Natural,No,0.5,Summer
912,Northern,Punjab,Amritsar,Jones-Frederick Memorial,Zoo,1715,1,4.9,10,Yes,Sunday,Cultural,Yes,4.3,Morning
913,Eastern,West Bengal,Kolkata,Mitchell-Dunn Museum,Sanctuary,1652,5,4.4,20,Yes,Friday,Environmental,No,0.9,Afternoon
914,Western,Maharashtra,Mumbai,Lloyd and Sons Park,Theme Park,1929,3,4.7,50,Yes,Friday,Historical,No,2.6,Summer
915,Central,Madhya Pradesh,Bhopal,Cuevas-Haney Museum,Temple,1934,2,3.9,20,Yes,Saturday,Historical,Yes,1,Summer
916,North-Eastern,Meghalaya,Shillong,Walters Group Museum,Theme Park,1925,5,3.5,20,Yes,Saturday,Religious,Yes,4.2,Afternoon
917,Central,Madhya Pradesh,Bhopal,"Gomez, Medina and Pratt Temple",Temple,1573,3,3.7,30,Yes,Tuesday,Environmental,No,1.1,Winter
918,Central,Madhya Pradesh,Bhopal,Morris PLC Museum,Lake,1946,5,3.7,20,Yes,Thursday,Religious,Yes,3.7,Evening
919,Eastern,West Bengal,Kolkata,Tucker-Pugh Park,Fort,1944,5,4.7,30,Yes,Saturday,Historical,No,1,Summer
920,Western,Rajasthan,Jaipur,Stafford Inc Museum,Lake,1522,1,4.1,100,Yes,Thursday,Historical,Yes,1.8,Winter
921,Western,Rajasthan,Jaipur,Gonzalez and Sons Museum,Theme Park,1962,6,4.2,50,Yes,Tuesday,Cultural,Yes,4.5,Afternoon
922,North-Eastern,Meghalaya,Shillong,"Hall, Wright and Mcfarland Fort",Zoo,1611,2,4.8,20,Yes,Friday,Natural,Yes,0.1,Winter
923,Southern,Tamil Nadu,Chennai,"Mcdowell, Mcdonald and Guerra Museum",Museum,1953,3,3.7,10,Yes,None,Architectural,Yes,3.4,Morning
924,North-Eastern,Meghalaya,Shillong,Benjamin-Jones Park,Zoo,1984,2,3.7,30,Yes,Tuesday,Cultural,Yes,4.2,Morning
925,Northern,Uttar Pradesh,Agra,"Holmes, Rogers and Michael Park",Zoo,1543,4,4.4,50,Yes,Saturday,Cultural,Yes,0.9,Morning
926,Eastern,Odisha,Bhubaneswar,"Craig, Elliott and Cole Park",Lake,1619,2,3.7,0,Yes,None,Natural,Yes,1.7,Afternoon
927,Western,Gujarat,Ahmedabad,Adams Inc Museum,Sanctuary,1659,4,3.6,30,Yes,Tuesday,Historical,Yes,1.9,Summer
928,Central,Madhya Pradesh,Bhopal,Carlson-Powell Temple,Lake,1513,5,4.3,30,Yes,Friday,Historical,Yes,3.1,Morning
929,North-Eastern,Assam,Guwahati,Quinn-Ramos Temple,Tomb,1767,3,3.5,30,Yes,Monday,Religious,Yes,0.7,Evening
930,Central,Madhya Pradesh,Bhopal,Farmer-Mata Memorial,Sanctuary,1862,3,4.5,100,Yes,Monday,Environmental,Yes,1.9,Afternoon
931,Central,Madhya Pradesh,Bhopal,Hernandez-Grimes Temple,Hill Station,1510,1,3.6,20,Yes,None,Cultural,Yes,4.7,Morning
932,Eastern,Odisha,Bhubaneswar,Thompson-Hayes Memorial,Fort,1689,5,4.2,30,Yes,Thursday,Natural,No,3.6,Summer
933,Eastern,West Bengal,Kolkata,Evans-Palmer Temple,Lake,1948,6,3.6,20,Yes,Wednesday,Cultural,No,5,Evening
934,Central,Madhya Pradesh,Bhopal,Torres Inc Fort,Sanctuary,1538,3,4.8,100,Yes,Sunday,Religious,Yes,4.2,Morning
935,Northern,Punjab,Amritsar,Armstrong-Martin Memorial,Lake,1509,3,4.5,20,Yes,Saturday,Religious,No,2.8,Morning
936,Western,Gujarat,Ahmedabad,Brown LLC Fort,Sanctuary,1809,3,3.7,0,Yes,Friday,Religious,Yes,2.5,Winter
937,North-Eastern,Meghalaya,Shillong,"Davis, Obrien and Patton Park",Sanctuary,1660,3,4.5,10,Yes,Sunday,Cultural,No,4.4,Winter
938,Northern,Punjab,Amritsar,Petersen-Hansen Museum,Theme Park,1776,6,3.7,0,Yes,Friday,Environmental,No,3.1,Evening
939,Southern,Karnataka,Bengaluru,Jackson-Wheeler Fort,Hill Station,1709,1,3.5,0,Yes,Wednesday,Natural,Yes,3.9,Winter
940,North-Eastern,Assam,Guwahati,"Crawford, Johnson and Wright Memorial",Tomb,1827,1,4,20,Yes,Tuesday,Cultural,No,2.5,Winter
941,Northern,Delhi,Delhi,Schmidt-Cox Park,War Memorial,1529,4,4.7,20,Yes,None,Natural,Yes,2.8,Afternoon
942,Southern,Kerala,Kochi,Vincent-Garcia Park,War Memorial,1724,4,4.9,100,Yes,Saturday,Environmental,Yes,1.9,Afternoon
943,Southern,Karnataka,Bengaluru,"Price, Garza and Brown Temple",Zoo,1692,6,4.2,20,Yes,Tuesday,Historical,No,0.4,Afternoon
944,Central,Madhya Pradesh,Bhopal,Estrada-Clark Memorial,Zoo,1941,4,4.8,30,Yes,Saturday,Historical,No,1.9,Winter
945,Southern,Kerala,Kochi,"Fields, Moon and West Memorial",Sanctuary,1773,5,3.7,10,No,Saturday,Religious,Yes,4.2,Summer
946,North-Eastern,Assam,Guwahati,Carpenter-Wright Fort,Temple,1506,5,5,20,No,Saturday,Natural,No,0.6,Winter
947,North-Eastern,Meghalaya,Shillong,"Pennington, Thompson and Clayton Park",Theme Park,1667,3,4.9,50,No,Sunday,Cultural,Yes,4.8,Summer
948,Northern,Delhi,Delhi,Hunt-Decker Park,Fort,1951,4,4.9,100,Yes,Thursday,Cultural,Yes,3,Afternoon
949,Southern,Tamil Nadu,Chennai,Stafford Group Memorial,Museum,1522,5,4.5,100,Yes,Friday,Natural,Yes,4.9,Morning
